,assgNo,fixcount,firstPassCnt,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,nRegressFrom,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,nWordsInTitle
5642,167,3,3,1,0,159,139,377,80,138.0326,145.0422,118.8697,38.6167,114.6484,377,125.6667,1,597,0,0,0.1735,0.1955,0.0253,5
7668,236,1,1,1,0,99,159,159,80,152.0526,390.9735,131.2402,28.5701,34.6591,159,159.0,0,0,0,0,0.3791,0.1801,0.0159,7
7390,226,1,2,1,1,139,179,318,179,406.6414,24.8697,502.4868,91.8491,83.8004,119,119.0,1,3341,0,318,-0.0562,0.0143,0.0145,9
3882,125,1,1,1,0,179,99,99,99,121.9529,232.2848,158.2561,42.547,43.5115,99,99.0,0,0,1,99,-0.0122,0.2923,0.0155,6
10591,324,1,1,1,0,139,119,119,239,325.6662,194.1449,284.0018,48.0885,38.1903,119,119.0,0,0,0,0,0.2222,0.4497,0.0207,5
3254,99,2,2,1,1,179,417,516,80,369.1206,80.878,380.5522,52.4619,115.2964,516,258.0,1,397,0,0,0.3595,0.473,0.0736,5
5337,161,1,1,1,0,139,298,298,159,764.3173,93.3876,807.6788,47.9505,42.547,298,298.0,1,159,0,0,0.1572,0.1357,0.0359,7
2304,73,1,1,1,0,239,259,259,179,1242.8175,181.7973,96.0052,5.7009,45.5412,259,259.0,0,0,0,0,1.8012,1.8132,0.016,3
10836,334,1,1,1,0,199,139,139,239,107.5186,487.3287,110.1136,6.3246,12.3794,139,139.0,0,0,0,0,0.25,0.253,0.023,5
7620,235,1,1,1,0,119,99,99,80,93.6803,145.2446,79.0253,26.2393,38.2688,99,99.0,0,0,0,0,0.3301,0.2431,0.0198,7
7825,240,1,1,0,1,199,139,139,199,179.2261,215.6965,171.4934,46.0353,39.3732,139,139.0,1,934,0,417,-0.1019,-0.0404,0.0133,7
8896,280,1,1,1,1,258,139,139,139,120.0521,826.4581,91.2688,33.738,49.3584,139,139.0,1,3717,0,139,0.1327,0.1327,0.0177,6
3156,96,1,1,1,0,279,120,120,259,70.8978,190.4652,73.0068,26.6317,31.8002,120,120.0,0,0,0,0,1.6561,2.3196,0.0154,5
5862,174,4,4,1,0,119,239,736,199,169.0362,653.3062,78.1089,96.566,195.0449,736,184.0,1,1751,0,378,0.1495,0.127,0.074,6
8545,270,2,2,1,0,259,99,278,99,81.2665,61.4003,117.8007,49.2392,26.7301,278,139.0,0,0,0,0,0.1882,0.2232,0.0781,5
3927,126,1,2,1,0,139,179,318,338,366.3717,102.0943,457.4374,75.0417,83.6794,417,417.0,0,0,0,1153,0.2811,0.7691,0.1437,4
5129,155,2,2,1,1,159,159,278,219,106.5106,265.4642,59.4054,66.7083,39.3859,278,139.0,0,0,0,0,0.0443,0.2938,0.0251,4
2576,78,1,1,1,0,279,180,180,20,117.5521,290.9351,127.8124,64.2223,63.2949,199,199.0,2,1416,1,597,0.309,1.525,0.005,6
2211,70,1,1,1,0,219,279,279,179,109.7474,150.1441,165.1938,55.376,44.1616,279,279.0,0,0,1,279,1.2459,2.0074,0.0226,6
5407,163,2,2,1,0,119,119,338,179,481.0969,101.5111,614.1181,128.5632,50.2021,338,169.0,0,0,0,0,0.0592,0.0652,0.0368,6
2789,85,1,1,1,0,438,20,20,179,83.6436,147.6558,125.1599,92.7968,87.7268,20,20.0,0,0,1,20,-0.3508,0.5542,0.0018,4
8517,269,1,1,1,0,100,239,239,179,84.5,51.8773,81.3941,48.0755,71.218,239,239.0,0,0,0,0,0.1532,0.0762,0.0534,5
3411,104,1,1,1,0,238,159,159,139,84.925,177.1588,47.8539,53.3877,48.3037,159,159.0,0,0,1,159,0.2163,0.3893,0.0351,3
2034,65,2,2,0,0,278,99,238,159,142.2902,98.0051,91.7824,44.5253,54.1295,238,119.0,0,0,1,318,0.1609,0.2524,0.0289,8
3074,93,1,1,0,1,379,259,259,259,59.3001,198.7285,86.6083,43.9318,16.1941,259,259.0,0,0,0,0,-0.2199,0.1626,0.0196,6
4810,148,1,1,1,0,179,139,139,159,187.3019,80.878,189.6207,19.4743,43.0726,139,139.0,1,338,0,179,0.3161,0.2051,0.0079,6
6108,180,1,1,1,1,179,139,139,298,72.3896,136.8302,53.4883,28.3637,28.4297,179,179.0,2,1292,1,278,0.1046,0.2701,0.0173,4
5932,176,1,1,1,0,239,199,199,338,107.2287,264.0573,80.05,30.2696,48.5644,199,199.0,0,0,0,0,0.0406,0.3136,0.0259,6
8234,256,1,1,1,0,239,99,99,99,411.2922,169.3259,531.305,121.6737,121.1745,99,99.0,0,0,0,198,0.1874,0.3344,0.0085,8
4178,133,1,1,1,0,99,179,179,219,358.9596,233.2349,268.9907,97.0168,99.985,179,179.0,0,0,0,0,0.2085,0.204,0.0128,5
9842,303,1,1,1,0,139,179,179,119,1219.8796,397.7125,89.8109,18.3371,10.9202,179,179.0,0,0,0,0,0.119,0.328,0.0351,6
5174,157,2,2,1,1,139,298,556,199,130.5613,230.5195,219.529,107.0047,52.8417,616,308.0,0,0,1,556,0.1553,0.1903,0.0635,7
10377,316,2,2,0,1,179,99,179,99,48.5412,94.1077,99.1564,87.6641,102.2851,179,89.5,0,0,0,0,0.6343,0.1898,0.0332,5
9785,301,1,1,1,0,99,159,159,139,124.2266,726.9458,216.0579,87.8778,76.0345,159,159.0,0,0,1,159,0.0385,0.1345,0.0183,9
3080,93,1,1,1,0,259,139,139,20,76.6877,86.3713,79.0,14.0089,4.0311,139,139.0,1,2231,0,0,-0.6944,2.9916,0.0105,5
6071,179,1,1,1,0,99,139,139,139,166.2686,73.2547,136.0147,37.2626,37.7525,139,139.0,1,139,0,0,0.2556,0.3516,0.0149,5
4973,151,1,1,1,0,179,259,259,298,100.211,270.8122,52.4976,53.0212,53.3526,259,259.0,1,1908,0,0,0.4046,0.5591,0.0375,6
522,15,1,1,1,0,0,219,219,159,777.4857,0.0,781.8261,27.6089,30.0707,338,338.0,0,0,0,0,0.4488,0.4488,0.0358,7
5523,165,2,2,1,0,179,199,338,259,146.113,655.8363,103.0437,42.8077,143.1258,338,169.0,1,259,0,0,0.0445,0.0585,0.0353,7
1682,52,1,1,1,1,258,119,119,139,98.6116,105.1023,196.7435,97.0696,88.5508,119,119.0,1,3239,0,0,0.1986,0.0766,0.0105,4
7174,219,1,1,1,0,219,159,159,239,178.0569,1126.8704,73.1642,102.8518,107.8483,159,159.0,0,0,0,0,0.0781,0.7766,0.0253,9
9747,300,1,1,1,0,80,80,80,139,162.9969,144.0434,207.2511,108.5288,109.5924,80,80.0,0,0,0,477,0.188,0.351,0.025,4
9650,297,1,1,1,0,80,99,99,100,293.3586,239.4394,278.5193,17.2047,27.7218,99,99.0,0,0,0,0,0.1861,0.1476,0.0192,8
5917,176,1,1,1,0,139,159,159,139,215.0052,628.7394,161.0124,60.2536,66.6521,159,159.0,0,0,0,0,0.1121,0.0591,0.0207,6
4135,133,2,2,1,1,278,199,437,159,293.5243,144.1917,115.9526,179.3558,95.5327,437,218.5,2,4472,1,855,0.131,0.1385,0.0313,6
7907,244,2,1,1,0,238,99,99,159,245.7931,0.0,348.0057,107.5419,24.4387,517,258.5,0,0,0,517,0.2868,0.2868,0.2323,5
3822,122,2,2,1,0,139,119,258,99,73.7462,79.3237,101.6071,47.6471,68.4726,258,129.0,0,0,0,0,0.2633,0.2428,0.0459,5
1368,42,1,1,1,1,99,159,159,119,134.8073,0.0,219.1073,80.3057,85.5,238,238.0,0,0,0,238,0.8872,0.8872,0.0254,7
2701,81,1,1,1,0,319,179,179,179,70.2887,204.6265,92.358,29.4364,41.6083,179,179.0,0,0,0,0,1.6265,2.336,0.0191,6
9345,290,1,1,1,1,0,139,139,139,362.9687,231.738,424.0425,66.2005,75.672,139,139.0,3,1013,0,2899,0.0837,0.0852,0.0202,7
8709,276,1,1,1,0,100,159,159,119,149.2146,61.7738,99.0051,51.6841,35.609,159,159.0,1,119,0,0,0.1008,0.0698,0.0279,4
5204,157,2,2,1,0,159,99,238,139,563.1814,81.7389,647.4133,87.8778,65.7362,238,119.0,0,0,0,0,0.1458,0.3188,0.0245,5
4367,136,1,1,1,1,99,179,179,139,834.1902,1351.7157,349.4639,1089.6372,1089.3562,179,179.0,0,0,0,0,-0.1203,-0.0378,0.0067,7
1592,48,1,1,1,0,219,199,199,159,84.5237,101.6772,89.4036,85.1954,62.7873,199,199.0,0,0,0,0,0.2496,0.0376,0.0409,8
10305,314,1,1,1,0,159,99,99,99,67.3238,111.1362,63.1348,32.423,24.3772,99,99.0,1,238,0,99,0.1183,0.1183,0.0339,8
6675,198,1,1,1,0,80,139,139,139,101.8982,350.0129,118.2582,14.1598,27.1708,139,139.0,0,0,0,0,0.291,0.304,0.0333,6
4560,142,1,1,1,0,139,179,179,179,205.5006,149.6011,245.1,38.3275,52.8867,179,179.0,0,0,0,179,0.1347,0.0167,0.0129,7
6744,202,1,1,1,0,199,99,99,99,118.1059,69.3271,109.4166,22.3607,43.2261,99,99.0,0,0,1,0,0.1319,0.6429,0.0313,5
2031,65,1,1,1,0,139,99,99,99,41.14,103.5917,122.1475,83.0963,69.0959,99,99.0,2,3259,0,0,0.0404,0.2524,0.012,5
8284,258,2,2,0,1,80,159,278,278,449.273,104.9976,436.7711,32.6841,173.0563,278,139.0,0,0,0,0,-0.0591,0.1494,0.0454,4
5826,173,2,2,1,0,219,139,298,278,264.8443,100.5609,395.6122,140.8128,204.1678,457,228.5,0,0,0,457,0.1985,0.2565,0.0821,3
6983,212,2,1,0,1,80,119,119,80,121.6553,121.0372,60.8769,71.5891,93.8416,358,179.0,0,0,1,358,0.4368,0.4718,0.0519,7
553,18,1,1,1,0,159,119,119,100,170.0029,156.0032,82.6075,84.925,74.2445,119,119.0,0,0,0,0,0.0158,0.0853,0.0196,5
7801,240,1,1,1,0,179,80,80,99,199.1438,478.3513,149.0134,67.574,66.0303,80,80.0,0,0,0,0,0.0416,0.1201,0.0076,7
7633,235,1,1,1,1,159,100,100,258,156.0328,177.0007,273.9416,151.5165,135.794,80,80.0,2,516,0,219,0.1766,0.1386,0.016,5
191,5,1,1,1,1,0,139,139,199,161.6168,0.0,200.04,40.783,56.5442,219,219.0,1,397,1,1095,0.225,0.225,0.0196,6
3350,102,1,1,0,1,318,80,80,318,25.0799,95.7405,69.2315,60.2993,68.0074,80,80.0,0,0,1,80,0.068,-0.1885,0.0143,7
1837,57,1,1,1,1,99,99,99,219,84.4423,635.4725,108.2081,54.3346,65.3491,159,159.0,1,518,1,615,0.1729,0.1308,0.0177,5
9400,291,1,1,1,0,238,80,80,139,110.151,672.1356,101.3163,55.2472,61.8567,80,80.0,0,0,0,0,0.2232,0.2812,0.0125,7
1426,43,1,1,0,0,179,99,99,119,70.5071,658.0131,17.72,72.6997,69.5288,139,139.0,2,1790,0,139,0.0622,0.0622,0.0115,5
6655,198,1,1,1,1,139,99,99,239,783.9547,238.0005,846.3622,63.2949,51.7035,99,99.0,0,0,0,0,0.1145,0.1746,0.0237,5
9518,293,1,3,1,1,80,219,497,179,826.8933,391.7359,756.7014,139.8615,137.0009,99,99.0,5,15319,0,913,0.2226,0.1956,0.0069,5
6706,200,1,1,1,1,119,99,99,80,419.3721,41.4638,352.0241,72.7324,85.3302,99,99.0,1,160,0,0,0.2751,0.1006,0.0219,7
9995,306,1,2,1,0,80,80,219,179,210.0054,1460.9867,131.1869,85.0779,77.8621,99,99.0,1,6914,1,714,0.307,0.2405,0.0066,7
4992,152,2,1,1,0,219,338,338,119,706.2556,0.0,800.1406,96.9343,40.8167,418,209.0,0,0,0,1214,0.2321,0.2321,0.1201,8
1270,40,1,1,0,1,80,219,219,298,668.5479,0.0,706.102,40.0562,42.5,139,139.0,0,0,0,0,0.4262,0.4262,0.04,6
2957,90,1,1,1,0,239,180,180,518,590.0686,0.0,680.0735,72.9126,108.3444,180,180.0,0,0,0,180,1.4802,1.4802,0.0373,8
146,5,1,1,1,1,179,219,219,239,80.6226,91.9674,83.2586,37.1652,31.8159,219,219.0,1,398,0,0,0.032,0.032,0.0196,7
8622,274,1,1,1,0,119,139,139,99,112.0279,167.5067,167.1915,74.1232,83.2301,139,139.0,0,0,1,139,0.1023,0.2288,0.0302,7
6902,208,1,1,1,0,99,80,80,99,583.2752,183.4121,677.8687,97.889,89.0688,80,80.0,0,0,0,0,0.0153,0.0153,0.0387,4
9424,292,1,1,1,0,159,139,139,100,358.2335,122.2957,451.1186,88.5113,91.2688,139,139.0,0,0,0,0,0.1531,0.1286,0.0279,5
4113,132,1,1,1,0,179,99,99,99,97.0322,138.9469,22.8035,71.0721,82.3787,99,99.0,0,0,0,0,0.263,0.4465,0.0117,4
1410,43,2,1,1,1,159,179,179,258,550.3294,248.7594,521.5985,149.5502,134.8008,239,119.5,1,5921,0,358,0.2322,0.2327,0.0198,7
6672,198,1,1,1,0,179,80,80,119,148.054,147.666,82.4924,66.3042,64.9038,80,80.0,0,0,0,0,0.0056,0.304,0.0192,4
550,17,1,2,1,1,139,259,339,417,420.3823,0.0,486.773,65.8046,77.7512,179,179.0,1,417,0,0,-0.0027,-0.0027,0.0387,5
7640,236,1,1,1,0,0,139,139,139,0.0,245.6242,0.0,61.1658,64.9942,139,139.0,0,0,0,0,0.1871,0.2616,0.0139,5
7732,239,1,1,1,1,139,159,159,219,64.0956,166.5608,100.4639,48.5026,65.2553,159,159.0,0,0,1,399,0.2201,0.2556,0.0227,6
2524,78,2,2,1,0,219,399,598,239,163.3065,116.9241,155.029,5.0,101.9865,598,299.0,1,2650,1,0,0.9915,0.9915,0.0151,9
9956,306,1,1,1,1,199,278,278,139,91.3154,200.2255,163.1502,75.738,77.0584,278,278.0,0,0,1,1870,0.1755,0.2,0.0186,5
5395,163,1,1,1,0,219,139,139,159,261.6911,185.6946,208.6145,58.8069,52.9741,139,139.0,0,0,0,0,0.0802,0.1392,0.0151,6
2749,83,1,1,0,1,299,239,239,259,210.7048,114.5098,132.2309,94.7008,94.7259,239,239.0,0,0,1,597,0.9205,2.47,0.0239,5
391,12,1,1,1,0,0,159,159,159,0.0,85.0368,0.0,59.785,56.2694,159,159.0,1,159,0,0,0.0388,0.2373,0.0287,5
3408,104,1,1,1,0,0,139,139,239,0.0,142.5491,0.0,39.702,27.2809,139,139.0,1,2583,0,0,0.0843,0.3023,0.0307,4
1311,41,2,2,0,0,219,119,258,139,107.0012,190.5321,62.0967,49.3356,151.1861,258,129.0,0,0,0,714,0.2137,0.6377,0.0274,8
9106,286,1,1,1,0,219,139,139,99,165.5008,205.7942,69.1158,95.5013,92.7214,139,139.0,0,0,0,278,0.1167,0.1087,0.0154,6
6580,195,2,2,1,0,139,119,199,119,132.1968,302.0141,85.8662,48.0937,213.8907,199,99.5,0,0,0,0,0.2646,0.2061,0.0451,5
1766,55,2,2,1,0,219,219,338,159,151.8898,135.8538,179.201,82.1523,90.025,338,169.0,0,0,0,0,0.1023,0.2439,0.0569,4
5788,171,2,1,1,1,119,139,139,199,356.079,314.8591,495.2585,142.1425,176.1831,258,129.0,1,597,0,656,0.2055,0.132,0.026,5
6023,178,2,2,1,0,139,99,179,100,343.6313,188.0219,361.6213,27.9732,24.0208,179,89.5,0,0,0,0,0.1281,0.3536,0.0133,7
3224,98,1,1,1,0,80,259,259,219,283.9331,57.2123,357.6171,74.027,91.5123,199,199.0,0,0,0,398,-0.3369,0.0441,0.014,6
8616,273,1,1,1,0,159,139,139,80,141.3833,557.3412,170.9064,27.1155,43.7379,139,139.0,0,0,0,0,0.1972,0.4082,0.0234,7
10522,321,1,1,0,1,80,80,80,80,94.5939,158.5008,117.0043,64.5136,51.0612,119,119.0,0,0,1,199,-0.0493,-0.0083,0.0119,5
4602,142,2,2,1,0,298,139,238,159,181.965,235.0191,108.0417,71.2776,29.904,238,119.0,0,0,0,0,0.3362,0.3402,0.0171,4
9267,289,1,1,1,1,80,159,159,219,240.1838,66.7308,245.4465,132.0019,133.7853,159,159.0,1,1490,1,2903,0.1217,0.1792,0.0077,7
6732,201,1,1,0,1,99,99,99,0,387.5726,0.0,445.7982,61.7414,44.9055,99,99.0,0,0,0,0,0.4224,0.4224,0.0615,4
10378,316,1,2,1,1,179,159,298,199,94.1077,0.0,19.9249,98.4784,96.3328,99,99.0,0,0,0,0,0.6683,0.6683,0.0184,5
7389,226,1,1,1,0,139,179,179,119,501.3415,406.6414,466.9839,52.7755,22.6385,179,179.0,1,834,0,0,-0.1292,-0.0002,0.0219,5
8677,275,1,1,1,0,100,80,80,139,175.1828,495.0,263.1216,93.0013,79.7653,80,80.0,0,0,1,80,0.0583,0.0708,0.0108,7
4808,148,1,1,1,0,139,219,219,219,158.0008,82.5136,161.0093,17.6777,23.5213,179,179.0,0,0,1,796,0.3161,0.2546,0.0102,8
6724,201,1,1,1,0,199,139,139,119,167.7953,142.4307,149.4055,38.5519,9.1924,139,139.0,0,0,0,0,0.1579,0.4224,0.0864,3
5355,161,1,1,1,0,358,179,179,318,187.8224,473.6465,103.0194,75.4255,85.6519,179,179.0,0,0,0,0,0.1332,0.0472,0.0215,6
7968,248,1,1,1,0,99,119,119,99,215.5284,131.539,137.5245,84.5237,112.7054,119,119.0,0,0,0,0,0.1103,0.2298,0.0163,5
4723,145,1,1,1,0,179,139,139,119,605.0746,0.0,610.1844,5.0,4.9244,159,159.0,1,238,0,159,0.0362,0.0362,0.0192,8
3900,125,1,1,1,0,119,139,139,139,434.7419,133.9123,306.3674,124.6796,123.7437,139,139.0,0,0,1,139,0.1313,0.1753,0.0218,4
1510,45,1,1,1,1,0,219,219,99,92.3147,218.3169,128.8875,38.8973,37.0203,139,139.0,1,258,0,994,0.0001,0.0686,0.0219,5
7331,225,1,1,0,1,139,99,99,80,3.6056,417.1624,70.0,62.3879,80.2808,99,99.0,0,0,1,0,0.2543,0.2003,0.0099,4
10496,321,1,1,1,1,0,99,99,258,197.6392,321.753,125.6742,71.332,75.8502,80,80.0,1,80,0,179,0.1837,0.3082,0.008,5
4752,146,1,1,1,0,159,199,199,179,115.1271,93.5855,70.2282,57.2385,60.8153,199,199.0,0,0,0,0,0.4036,0.4036,0.0227,6
10256,312,1,1,1,0,199,199,199,99,112.2074,233.0193,154.7773,69.2604,70.6134,199,199.0,0,0,0,0,0.0698,0.2118,0.0288,3
7312,224,1,1,1,0,99,139,139,199,204.7877,119.1774,139.4633,66.9104,90.2344,139,139.0,0,0,0,0,0.0423,0.0723,0.0207,4
2998,91,1,1,1,1,179,219,219,140,177.7196,75.208,193.9407,51.0221,57.4217,219,219.0,1,857,0,0,1.4196,2.4076,0.0196,9
4712,145,1,1,1,1,258,179,179,199,281.8639,130.1384,258.4879,33.0492,27.2947,139,139.0,0,0,1,278,0.2152,0.0567,0.0168,8
10411,318,1,2,1,1,0,179,278,179,221.5203,242.0331,111.4002,110.5543,99.9525,179,179.0,3,914,0,338,0.3512,0.1782,0.0382,5
1924,61,2,1,1,1,0,159,159,139,81.0062,108.5564,30.4138,52.9741,73.1317,160,80.0,1,736,0,419,0.1029,0.1029,0.0129,8
6425,190,1,1,1,1,238,99,99,99,256.5448,252.448,372.2002,121.5082,121.2642,119,119.0,2,754,1,993,-0.0556,0.3249,0.0242,4
3502,108,1,1,1,1,179,258,258,99,46.1979,285.1123,136.5284,82.0244,103.4432,258,258.0,0,0,1,258,0.1708,0.1548,0.0495,5
3181,97,1,1,1,1,20,199,199,379,179.0845,243.7263,101.1336,107.6162,118.2582,279,279.0,1,1793,0,0,-0.7339,1.7931,0.0539,6
8432,265,1,1,0,1,338,99,99,378,155.1161,0.0,92.0489,56.0201,69.78,99,99.0,0,0,0,0,0.4182,0.4182,0.0208,8
10190,310,1,2,1,1,80,99,198,99,77.5645,424.0203,30.6757,41.512,65.1959,179,179.0,0,0,0,179,0.2332,0.3562,0.023,8
3109,94,1,1,1,1,319,279,279,180,234.2845,87.1436,339.507,60.6671,55.0318,219,219.0,1,757,0,0,1.9266,3.2536,0.0369,5
3934,127,2,1,1,0,99,159,159,238,151.5074,151.0761,49.0408,101.7767,63.5472,238,119.0,1,476,0,238,0.1136,0.2226,0.0315,4
944,29,1,1,1,0,219,199,199,159,52.9009,220.0528,105.6456,86.9612,78.5016,199,199.0,0,0,0,0,0.1394,0.2099,0.0681,3
3110,94,1,1,0,1,219,120,120,20,87.1436,183.1898,76.6877,17.7341,49.0102,120,120.0,0,0,0,0,1.9266,1.9266,0.0202,5
6907,209,1,1,1,0,119,119,119,80,168.6313,93.4692,232.2154,71.5,81.5552,119,119.0,0,0,1,119,0.1698,0.2713,0.0379,3
10222,311,2,2,1,0,139,119,238,80,126.935,180.0062,49.7293,87.8208,67.5296,238,119.0,0,0,0,0,0.1117,0.1637,0.0299,6
2323,73,1,1,0,1,20,438,438,219,108.074,0.0,75.2396,46.2871,44.9722,199,199.0,2,1155,0,836,4.4917,4.4917,0.0123,5
7607,234,1,1,1,0,99,139,139,139,50.5693,88.319,118.9285,72.4655,85.6767,139,139.0,0,0,0,0,0.2011,0.1871,0.04,6
8038,250,1,1,1,0,119,159,159,219,98.1759,275.5163,88.5664,14.9164,11.4018,139,139.0,2,636,0,139,0.2823,0.2028,0.0245,5
7380,225,1,1,1,1,159,179,179,338,816.3659,0.0,790.7591,37.3363,20.7966,338,338.0,0,0,0,1014,0.9318,0.9318,0.0337,6
1325,42,1,1,1,0,99,139,139,159,211.254,142.4649,266.7902,64.9788,43.0116,139,139.0,1,458,0,219,0.0727,0.0837,0.0148,9
4718,145,1,1,1,0,298,159,159,99,563.838,122.5439,472.2171,91.1002,78.4761,159,159.0,0,0,0,0,-0.0803,0.0362,0.0192,7
4477,138,1,1,1,0,258,239,239,278,72.8011,258.774,109.9864,71.7948,86.7006,239,239.0,0,0,0,0,0.2712,0.2712,0.0296,5
10724,329,1,1,1,0,139,179,179,119,457.7109,163.7758,495.8246,39.9061,52.5856,179,179.0,0,0,0,0,0.2015,0.3065,0.0315,7
5873,174,2,2,1,0,179,139,318,318,637.1156,255.5078,779.4261,135.2156,47.5946,318,159.0,0,0,0,716,0.011,0.2875,0.032,6
8295,258,1,1,0,0,119,417,417,0,806.6395,0.0,801.1055,27.2855,9.5525,417,417.0,0,0,0,0,0.4249,0.4249,0.0681,7
10161,310,1,1,0,1,139,99,99,99,96.6566,453.7744,40.6079,52.5024,58.9619,99,99.0,0,0,1,99,0.2192,0.4172,0.0127,7
9481,293,2,3,1,1,80,219,497,179,153.0294,115.1282,24.1868,120.337,67.1956,338,169.0,5,15319,0,913,0.1361,0.1446,0.0235,5
1263,40,2,2,1,0,258,119,258,457,92.5662,166.4332,32.573,57.6758,49.5631,258,129.0,0,0,0,0,0.1127,0.1247,0.0742,7
10930,336,1,1,1,0,159,199,199,139,125.064,85.1469,82.0244,58.5534,54.3323,199,199.0,0,0,0,0,0.4085,0.473,0.017,7
8208,256,2,1,1,1,199,100,100,99,712.2419,135.8538,741.0675,41.9076,134.5232,258,129.0,0,0,0,258,0.3329,0.2254,0.0221,7
6311,186,1,1,1,0,99,139,139,179,197.5664,318.0098,132.3707,61.5081,76.9756,139,139.0,0,0,0,0,0.211,0.3765,0.0707,7
4930,150,1,1,0,1,199,179,179,139,189.7215,180.5028,104.4797,83.4641,69.916,179,179.0,0,0,0,0,0.1196,0.2356,0.0161,5
9339,289,4,1,1,0,80,159,159,139,558.14,0.0,660.0371,104.8058,19.6977,934,233.5,1,458,1,3717,0.3212,0.1247,0.0451,6
1473,44,1,1,0,1,139,239,239,139,131.6368,363.1463,30.0666,103.5193,95.5641,239,239.0,0,0,0,956,0.1251,0.2366,0.016,7
9909,304,2,1,1,1,0,179,179,119,145.0422,199.4655,193.933,72.0035,176.6388,318,159.0,0,0,0,3102,0.159,0.285,0.0257,5
10770,332,1,1,1,0,139,139,139,179,159.5125,330.2128,152.4729,26.2774,11.7154,139,139.0,0,0,1,0,0.314,0.2635,0.031,4
5776,171,1,1,0,1,159,99,99,298,166.9686,852.1367,127.063,33.5596,36.9121,99,99.0,0,0,0,0,-0.007,0.056,0.01,10
5650,168,1,1,1,1,99,99,99,179,747.9215,77.854,797.2961,56.7825,62.3618,99,99.0,1,358,1,1213,0.146,0.2555,0.0095,7
3102,94,1,1,1,0,259,259,259,319,64.7244,104.5048,77.3692,18.1246,24.6982,259,259.0,0,0,0,0,0.9971,1.2976,0.0436,5
4272,135,2,2,1,1,179,199,378,278,621.5002,155.6478,846.605,234.8111,17.6777,378,189.0,0,0,0,895,0.021,0.2775,0.0234,9
3890,125,1,1,1,0,139,139,139,119,236.3477,353.0598,95.901,138.0009,118.273,139,139.0,0,0,0,339,0.2923,0.2953,0.0218,7
7904,244,1,1,1,0,238,99,99,159,160.3512,191.189,178.7344,101.8148,98.0051,99,99.0,0,0,0,517,0.3273,0.2868,0.0445,5
10130,309,1,1,1,0,179,179,179,139,128.5243,87.2611,45.8912,80.6536,85.7467,179,179.0,0,0,0,0,-0.0963,0.0647,0.0212,8
169,5,1,1,1,1,278,397,397,99,821.5184,80.0078,947.0132,128.0039,103.3247,298,298.0,0,0,0,298,0.074,0.1215,0.0266,8
4729,146,1,1,1,0,437,159,159,99,203.8553,173.5987,210.345,39.1567,64.5155,159,159.0,0,0,0,159,0.0901,-0.0224,0.0181,5
197,6,1,1,1,0,238,119,119,179,64.2806,427.7116,148.9463,85.9069,79.4119,119,119.0,0,0,1,119,-0.0065,0.101,0.016,5
3991,129,1,1,0,0,358,199,199,239,110.8885,550.3135,84.0536,54.0393,52.3689,199,199.0,1,2863,0,0,0.1591,0.3011,0.0174,7
2691,81,1,1,1,0,239,159,159,259,130.0961,495.0253,110.6345,53.4462,43.8549,159,159.0,0,0,0,0,0.272,0.4215,0.017,6
10071,308,3,3,1,0,80,99,417,119,91.325,285.4689,19.8494,75.4205,104.1369,417,139.0,1,119,0,0,-0.0008,0.1572,0.0446,7
2036,65,2,1,1,1,338,139,139,99,240.8262,196.6037,328.0244,89.5349,98.5812,258,129.0,2,3597,1,139,0.1609,0.2524,0.0314,6
9318,289,1,1,1,1,139,99,99,99,172.5493,244.0005,122.9187,45.025,38.0033,179,179.0,2,6363,1,4116,0.1172,0.1172,0.0086,5
6307,185,3,1,1,0,139,159,159,159,150.1707,0.0,187.6646,52.5595,25.0,537,179.0,1,298,1,0,-0.0085,0.4285,0.0795,5
446,14,1,1,1,0,99,219,219,238,124.5733,122.8587,99.2824,99.925,95.0224,219,219.0,0,0,0,0,0.0053,0.0823,0.0258,7
7126,217,1,1,1,0,139,139,139,119,144.4412,200.6103,70.859,61.7738,73.5136,139,139.0,0,0,0,0,0.1916,0.1456,0.0362,6
4220,134,1,1,1,1,219,179,179,179,115.0848,210.0536,44.5982,66.9216,71.8923,199,199.0,2,1353,0,517,0.0445,0.029,0.0103,4
3149,96,2,2,1,0,179,199,338,239,163.1908,329.3543,144.2221,20.3039,60.7988,338,169.0,0,0,0,0,-0.7869,1.1346,0.0435,5
1470,44,1,1,0,1,139,139,139,318,52.0,156.5288,71.218,50.9828,51.2104,139,139.0,1,1213,1,1651,0.0886,0.1681,0.0093,5
9515,293,1,1,1,0,119,139,139,139,127.4019,490.4498,130.4186,26.2155,13.4536,179,179.0,1,418,0,1253,0.2401,0.2226,0.0124,7
400,12,1,1,1,0,179,159,159,139,286.507,393.008,253.0,33.8711,8.0623,159,159.0,0,0,0,0,0.2038,0.2978,0.0287,7
3409,104,1,1,1,0,139,239,239,238,142.5491,76.8798,188.7671,44.8386,37.716,239,239.0,0,0,0,239,0.0843,0.3023,0.0527,4
6917,209,1,1,1,0,80,139,139,179,276.5416,37.7127,250.711,25.0799,16.7705,139,139.0,1,179,0,0,0.2303,0.5688,0.0443,4
