,label
298,1
6964,0
4288,2
8505,2
1745,2
2446,0
5207,1
7347,0
5359,2
3107,1
2628,0
6564,1
6799,1
2462,0
7993,2
5242,2
6614,0
2125,2
9245,0
3722,2
3257,1
6508,0
3007,2
4976,2
9001,1
9268,0
2294,0
10481,1
8943,0
1081,2
7978,1
9564,0
7216,2
5966,2
2505,1
9044,0
9553,2
2108,0
3705,0
3026,0
3050,1
501,0
10469,2
10740,1
6057,0
8400,2
4938,2
6784,1
6661,0
5018,0
798,0
2997,0
1902,0
6906,0
7716,0
8534,1
1571,0
7202,1
7300,1
3286,0
4339,0
7782,0
2189,1
4677,1
6284,1
8084,0
2904,0
137,0
10371,0
2301,1
1072,2
10275,1
7599,1
8441,0
10150,0
5334,0
10149,1
10582,0
388,2
6705,2
9885,0
6555,2
10410,0
1411,0
4356,1
8587,2
2488,2
1730,1
5077,1
5419,0
8110,1
5171,0
2161,1
3612,2
3315,0
4489,2
2360,0
10434,2
7709,0
10107,0
6758,0
6457,0
2176,1
10177,1
8238,1
3557,1
5317,2
9352,1
8355,1
9130,0
1935,0
6073,1
3880,2
3081,1
6140,1
9349,1
10542,1
9353,1
7463,1
5471,1
8565,1
7182,0
5530,0
8730,0
6673,1
3384,1
192,2
5093,2
3340,0
9977,0
4525,0
220,1
871,2
5511,0
10561,0
10217,2
5033,1
2179,1
1857,1
2805,0
6322,0
6327,1
3246,2
10021,0
6207,0
1575,0
8864,2
2989,1
10015,0
7302,2
602,1
7086,1
9958,0
4816,0
7034,1
5293,1
8754,2
1611,2
7579,2
906,0
8820,1
6175,1
4504,0
3481,0
10595,1
7454,1
2869,0
4201,1
5959,0
9717,1
8736,1
5051,0
4117,1
17,2
8866,1
10138,2
7003,2
743,1
8515,1
10531,0
5690,0
9159,2
327,1
10279,1
1646,1
680,0
10807,0
5871,0
1201,0
4781,1
2635,1
8399,0
6566,1
7592,2
2081,1
1650,1
7091,2
9403,1
7781,2
2175,1
9506,1
53,1
1098,0
661,1
8453,1
3702,1
7220,2
9773,1
9289,0
5343,2
6737,0
5392,2
1773,2
9689,1
2813,2
276,0
7093,2
6590,1
1165,0
5026,1
10057,1
7030,0
2129,0
1144,0
9428,2
990,1
9513,1
4597,2
2584,1
4027,0
831,0
3459,1
7812,1
5264,2
3415,1
9020,2
1882,0
3031,0
378,0
10639,0
5875,2
9500,1
10060,1
5805,1
135,2
10184,2
5388,2
1404,1
10126,2
6889,2
8725,1
9316,1
6040,0
4373,0
1487,1
8120,2
8958,2
515,0
618,1
3088,2
4006,1
8732,0
7563,0
4044,1
9580,2
2570,2
8581,2
9391,1
2604,2
2089,1
3594,1
5089,0
8170,1
5958,0
6962,1
4463,2
7992,2
6980,0
8721,0
9049,1
5125,0
2407,1
8428,2
5140,0
299,1
398,0
8828,2
7317,1
7915,2
1103,0
4156,2
5081,1
6597,1
9383,0
1994,0
2037,0
7997,2
9259,0
2333,0
5246,0
5102,2
5479,0
9984,2
4630,2
8530,0
5016,1
5297,1
4448,1
2720,0
870,2
8546,2
1121,2
1293,1
10441,1
1854,1
8190,0
2987,1
5531,0
7033,1
7871,2
4601,0
6339,1
6486,0
3725,2
9697,2
2788,0
2779,1
4809,0
3261,1
6051,1
69,0
4087,1
7615,0
1996,1
10705,1
9167,1
9315,0
10668,1
3029,2
714,0
7370,2
1002,0
10620,1
886,1
1428,0
2324,1
6720,2
5680,1
3152,0
849,0
8087,0
3308,0
2322,1
10615,2
5841,2
1068,2
3832,1
1517,2
4248,0
9871,2
9899,1
10600,2
5582,0
8384,0
4609,1
8976,2
3431,0
6904,2
1625,0
9266,0
4067,1
473,0
4187,1
3010,0
9736,1
1830,1
5309,2
3758,2
10301,2
970,0
2173,1
10198,1
8060,0
766,1
622,2
3986,0
8883,1
2069,0
10244,2
1064,0
953,2
4217,0
9661,2
10773,1
9883,1
4281,1
4576,1
8797,1
7738,2
4904,0
6205,0
3000,1
203,1
2394,2
3329,1
683,0
10791,2
7653,0
2172,1
6878,2
527,2
3682,1
9285,1
1607,2
7157,0
3264,1
6106,2
9726,2
3383,1
2828,1
5804,1
6078,2
2494,2
2658,2
2740,0
8880,1
9031,1
6710,1
8389,2
2533,0
643,1
1581,2
8280,0
9306,0
2310,1
1171,0
631,0
2348,2
10875,2
3634,1
4520,2
5618,1
10931,2
4085,0
7011,0
3082,1
4112,1
5704,0
341,2
6182,2
10597,1
1960,1
5065,0
10553,2
6930,0
6999,2
7922,0
3386,0
6834,1
791,0
4207,0
2886,2
4941,2
9644,0
1765,2
8532,1
10700,2
8968,0
8033,0
7573,0
8843,0
6096,0
10287,2
9562,0
6124,0
9555,2
5980,2
4241,0
5947,1
7323,0
8939,2
2417,0
10229,1
3513,1
89,1
10028,0
8628,2
7020,0
1551,1
1061,1
934,2
9248,2
3545,1
1668,1
3385,0
7837,1
2930,1
2898,1
4298,0
10203,0
1271,0
9928,2
8525,2
3399,0
3358,0
4806,1
9465,1
6816,1
9775,0
8019,1
6689,0
1191,1
5649,0
1950,0
10684,0
7991,2
1278,0
2630,0
219,1
5912,1
332,1
1734,1
2134,0
4155,2
9790,2
2166,0
7261,1
801,1
8318,2
10325,1
8071,1
1990,2
5609,0
10246,2
1168,2
964,1
10237,0
6374,0
10548,2
10109,0
6792,1
5535,1
2395,2
4019,2
3698,1
8765,0
77,0
2484,0
5607,1
5327,2
10265,1
1495,2
3182,0
1041,0
9173,1
8233,1
1288,1
8475,1
9059,1
4875,0
3001,1
9519,2
10373,1
1965,1
1899,1
2696,0
6882,1
8860,2
5310,1
9338,2
1150,2
5598,2
6359,2
7456,1
797,0
3766,2
2814,2
413,2
5448,0
4265,2
1259,1
6991,0
4616,0
8686,2
2830,1
4894,2
4416,1
8670,1
8055,0
10450,0
3795,2
8401,0
3951,0
4341,1
7059,2
7440,1
2341,1
10218,2
9938,0
7012,2
4895,2
10513,1
371,1
1807,1
5483,0
747,1
6123,0
10824,2
7272,2
8593,1
5843,2
8989,0
2457,1
1323,1
4455,2
1042,0
1871,0
316,2
8184,2
9646,2
8994,1
3712,0
6723,1
9619,1
9757,2
8731,0
4346,2
9809,2
8691,0
6029,1
7748,0
4466,2
6506,1
173,0
1901,0
8626,2
8285,1
8929,1
6453,1
1891,0
5193,1
6216,1
2464,1
1541,0
10197,1
9731,2
3865,0
9029,0
9604,0
6549,1
2566,0
3266,1
6971,0
7677,1
1656,2
9009,1
6611,2
10664,1
10437,2
2777,1
2706,0
3724,2
8819,0
4767,1
8602,0
9807,0
9438,1
6125,0
1211,2
8631,0
8111,1
8172,0
6107,2
417,2
182,0
8115,1
6080,2
10247,1
6871,2
3879,0
7888,1
6389,0
5644,2
7969,0
7266,2
5173,1
5664,0
595,0
8444,1
9532,0
1268,2
8249,0
2330,1
9942,1
2515,1
6571,2
4691,1
788,2
2496,2
5637,0
1750,2
9552,2
5778,0
7002,2
3974,2
1736,1
7527,2
9727,0
8390,0
5555,2
5952,0
10625,2
3133,2
5019,0
3294,1
6960,1
2083,1
2337,0
1129,0
591,2
5620,0
486,0
5767,0
10558,1
5267,2
10757,2
4081,0
143,2
4387,0
269,2
1644,2
6630,0
1549,2
9355,0
6384,2
8000,2
10208,1
3016,0
4059,1
8659,1
4953,1
2187,1
9772,1
7943,0
3298,1
10264,1
9510,1
6266,1
893,2
708,1
10521,0
8016,0
7703,0
1578,2
9948,2
1320,1
3871,0
1443,1
1067,2
8287,0
6396,2
3356,1
9341,2
5404,1
2971,1
8856,2
8663,1
5087,1
4179,0
1115,0
2221,0
7813,1
240,1
4720,0
7925,1
2342,1
7590,2
2606,2
9535,1
2558,0
8940,2
7053,1
10044,0
4060,1
1769,1
7024,1
6224,0
2721,0
10753,0
5781,0
7957,2
2783,0
2236,2
7173,2
7514,1
10682,0
6426,0
3881,1
10392,1
1236,0
5571,1
5556,2
7481,0
4903,1
6680,0
1514,0
8,2
6232,1
9598,1
6801,1
3684,1
1666,0
677,0
3765,0
2489,2
10818,1
1781,1
3327,0
1047,2
9469,2
704,1
5023,0
10433,2
1140,1
9802,0
6777,0
2796,1
5263,2
4775,2
4032,2
10425,0
6897,1
7378,0
6021,0
8609,1
8495,0
9707,1
826,2
4423,1
9398,2
638,0
6493,0
4555,1
4687,2
10647,2
9004,0
5977,2
3777,0
4382,2
2420,2
2193,0
1916,1
4533,2
6703,1
745,1
3177,1
10063,1
1388,0
2298,0
6187,2
3129,1
838,2
8511,1
1635,0
10736,1
3403,2
5028,1
10928,2
1444,1
9649,1
3852,0
3817,1
1141,1
8018,0
3313,2
979,0
10395,2
8135,2
4218,0
8043,2
4045,1
5064,0
9579,0
5763,0
1690,1
9395,2
1302,0
7279,2
1216,0
4460,2
3908,1
8328,2
5817,2
3850,2
9114,1
7199,1
10612,2
6754,2
3978,2
9884,0
4649,1
988,0
1579,2
1660,1
339,0
750,1
4442,2
9525,2
4559,0
571,1
8460,2
4790,0
8822,1
7938,1
2517,1
7383,1
1156,1
4747,0
7398,1
8379,1
8685,2
58,1
5544,2
4325,2
10569,0
6702,1
1223,0
3539,1
3339,0
6348,2
10752,0
507,2
7345,1
7368,2
7054,1
1062,1
2056,2
2838,1
8179,1
9735,0
9217,2
2878,1
3944,2
1043,0
4133,0
6468,1
3116,0
3970,2
10830,2
4823,0
10335,1
6279,1
3438,0
293,0
9496,0
4273,1
216,1
5785,2
8682,2
6860,2
7733,1
5166,2
9328,0
4462,2
1741,2
7546,1
4801,1
9356,0
4681,1
6350,2
3571,1
2940,0
9323,1
4639,1
5849,0
9543,1
10345,2
1123,2
5039,0
3413,1
2854,2
936,2
1128,0
4251,1
3843,0
9013,2
2317,1
4176,0
10121,0
687,1
5420,0
2382,0
4644,2
3642,1
7351,0
2742,1
3220,1
10883,1
352,1
4369,1
2503,1
1824,1
6643,1
3540,2
10832,0
3680,2
7566,0
2815,2
7443,0
9194,2
1118,0
1079,2
8248,2
7471,0
8252,0
7900,0
8240,1
133,1
4385,0
9489,0
10191,0
7429,1
7986,2
8077,0
4840,0
1441,1
6015,0
9206,1
10294,1
2509,1
9363,1
5602,1
3252,2
5409,1
150,1
4393,0
2435,2
9781,0
3230,1
7465,1
7401,0
843,0
3911,0
376,1
777,0
648,1
3780,1
5116,1
9853,0
6734,0
2607,2
2868,0
5119,1
5594,2
3647,2
4190,2
10911,0
1221,0
10030,2
10072,0
9110,1
2972,0
94,1
4948,0
5884,0
1073,0
5593,2
6804,2
4735,1
1701,2
10546,0
4689,1
4195,0
651,1
9177,2
4974,2
7334,0
3770,1
8963,2
5883,0
9046,0
9860,1
5611,0
6008,1
7436,2
1956,0
8645,2
820,0
5386,2
948,1
10212,1
1136,1
3076,1
8323,0
3554,2
8026,2
7718,1
6061,0
357,0
4293,2
3588,1
4091,2
6098,0
7204,1
9618,1
1139,0
4811,0
7307,2
3148,1
154,0
4989,2
7322,0
7038,2
10651,2
519,1
10339,0
2223,0
3151,0
2380,0
5248,0
5933,1
1576,2
1864,1
10447,1
8259,2
2872,1
3825,1
1912,1
3736,0
7931,0
7790,1
4642,1
8203,1
9905,1
4326,0
4208,0
9700,2
2835,0
10603,1
3950,0
2237,1
7084,0
2459,1
9122,0
5836,0
6268,2
2799,1
5892,1
4313,1
1849,2
10083,1
10260,0
4323,2
7855,1
8195,1
3526,1
3060,1
1161,1
2393,2
3848,0
5124,0
7953,1
1228,1
5048,0
6805,2
5591,0
892,2
4682,1
5195,1
2978,2
6208,0
2926,2
2780,1
9304,2
7469,0
9272,0
251,0
10849,0
5518,1
506,2
7371,2
7092,2
3414,1
10796,2
4381,2
102,0
2523,1
2158,0
7598,1
10518,0
10087,0
4233,1
252,1
359,2
7340,1
9651,1
2728,1
52,2
6756,1
2005,1
916,1
6581,0
3946,1
10233,1
9182,2
6010,1
2147,0
4099,1
5870,0
4355,1
10176,1
4583,1
9258,0
8242,1
6986,0
3474,0
9643,0
5399,0
8207,0
5838,2
2405,1
5097,0
7767,0
898,0
8922,0
2703,2
5241,2
6066,1
9864,0
9499,0
10815,1
3630,0
668,2
836,2
9325,0
7234,2
8749,2
7459,1
5178,1
5985,2
5902,2
3530,1
4417,0
10506,2
1222,0
9247,2
3370,1
10509,0
8790,0
10747,2
5252,0
5754,0
8857,2
9324,1
5270,2
387,2
5156,0
9851,1
1550,0
8155,0
1906,2
5413,1
9026,0
9849,1
3790,1
9006,0
1584,1
6301,0
6837,1
3096,1
6336,1
2145,1
6909,1
10267,0
7360,1
4409,1
7243,0
9311,1
4570,0
9511,1
6093,1
5997,1
2802,1
3125,0
9359,0
10134,1
2643,1
5536,1
7482,0
548,1
6561,1
3929,2
6081,0
3867,1
8634,1
8657,2
6809,2
10100,0
851,1
10183,2
4544,2
273,2
10168,0
8951,1
3515,1
7301,0
3506,2
5720,0
3947,1
10523,1
1317,1
3627,1
9627,0
2120,2
1915,2
8173,1
4436,0
370,0
1870,0
6446,1
2722,0
2335,0
2546,1
2429,1
984,1
3537,2
10427,0
139,0
9375,2
6335,1
8998,1
2656,1
3158,1
3614,1
1199,1
10225,1
10838,1
4287,0
8603,0
1820,0
4805,1
4836,0
881,0
10013,0
8776,0
2412,0
8266,1
8698,2
2992,1
10698,2
6717,1
9583,2
4219,1
7884,2
6062,1
1722,1
10811,0
454,0
4832,1
1354,1
6272,0
2631,1
3097,1
8824,1
6933,0
9615,2
9633,0
9549,2
1027,1
9902,1
477,2
1538,1
5228,0
7867,2
9605,1
2452,0
8540,1
8226,1
6612,2
3480,0
8194,0
7889,0
8804,2
9256,0
1788,2
10933,2
2942,0
1209,2
4829,1
672,2
4459,2
907,1
6887,0
1963,1
10485,0
5976,2
3609,2
9066,0
325,0
685,1
471,2
7504,1
4765,0
561,1
2021,1
1383,0
8595,1
7878,2
8239,1
4551,0
8974,1
9319,1
10935,2
9251,1
2286,0
6766,0
817,0
7947,1
7327,0
9755,2
9196,0
491,1
8635,0
4232,1
4069,2
5914,1
3628,1
221,0
1616,2
556,0
4514,1
1923,1
280,2
8715,0
8141,0
6526,1
1460,1
2714,1
9941,1
8536,1
81,2
6602,2
6525,1
5262,2
7940,1
10319,1
7699,2
5175,0
1490,1
7551,1
7780,2
2455,1
6112,2
702,1
9365,0
2832,0
4202,1
603,0
5314,2
2757,1
9090,0
3325,0
4920,0
2539,1
10064,1
9034,0
5918,0
100,0
2340,1
1053,1
1202,0
6640,1
4174,0
6178,0
7495,1
9351,1
2346,2
961,0
3928,0
1483,0
7751,0
2096,1
5502,1
10038,2
7321,0
1966,1
7787,0
3529,1
2162,1
2612,1
596,0
6674,1
4254,1
5759,0
6367,2
10098,1
3597,0
2478,2
5476,1
2206,2
2900,1
923,1
9784,1
10351,0
4451,0
7079,1
5417,0
3120,1
7862,0
9540,0
8802,1
5311,2
1106,1
8235,1
10049,0
9103,2
6543,2
6288,1
4804,0
10645,1
709,1
1696,0
9052,2
7594,2
3361,1
5010,0
5426,1
8091,2
5954,0
7824,0
1731,1
3826,0
3646,2
4228,0
5,0
5584,0
5047,2
2555,1
8073,1
8353,1
4127,1
8561,0
1422,2
6822,0
2738,1
9838,2
7160,1
4772,0
666,1
3583,1
3192,1
10782,0
214,1
3533,1
8650,0
7391,2
7949,2
956,2
4939,2
284,0
1389,0
8154,0
3443,2
7223,2
5070,0
1937,0
5638,0
6019,0
6139,1
9683,1
2836,0
4915,1
5008,0
6312,0
5714,1
4093,1
23,1
8792,0
498,1
1102,0
8566,1
10749,2
3191,1
9927,2
8518,0
8311,1
6911,1
2338,1
1833,0
3437,1
8524,1
8788,1
6941,1
1610,2
2936,2
8710,1
3075,0
2755,0
1309,2
6043,1
5287,1
5861,1
3022,0
9039,0
6262,0
10173,1
9733,0
6698,1
7435,1
6352,2
1158,0
10129,1
4692,1
6101,1
1307,0
407,1
7102,1
2499,1
1304,0
572,1
3595,1
6165,2
7662,1
3551,0
5702,1
8549,1
6315,2
3582,1
4378,2
1876,1
6102,1
3341,0
8058,0
8752,2
8690,0
1642,1
8378,1
2307,1
9546,1
9201,1
8232,1
365,0
323,0
10601,2
5842,2
3516,1
802,1
1645,2
3672,0
9209,1
10722,0
1976,2
3802,0
4959,0
7739,2
4594,2
7762,0
7498,1
8098,1
2874,1
10408,2
130,1
7535,2
9560,1
4714,2
7152,1
9301,2
8320,2
2812,2
530,0
5319,1
3093,0
8584,2
3797,0
429,2
2975,0
7876,2
7511,1
1439,0
946,0
5180,1
404,0
4193,2
5106,2
7452,0
2416,0
6045,0
4122,2
8473,1
5606,1
2795,1
8426,2
6886,0
6326,1
1239,2
10706,1
7270,0
10610,0
1160,1
2128,2
9596,1
7274,0
9586,0
2724,0
1934,0
9622,1
1155,1
10501,0
7166,1
4783,2
6196,1
1287,0
9794,2
7344,1
7906,2
1256,0
3711,2
9224,0
6900,0
1247,1
2542,1
1154,1
1775,1
7287,1
1196,1
5741,1
4237,0
5084,1
4247,0
8219,1
3525,1
6934,2
3747,1
8712,1
10774,0
1127,2
10436,1
10385,1
7457,1
4495,2
3100,1
555,0
5844,0
2579,0
905,0
2708,2
9701,2
7049,1
560,1
2183,1
8197,1
4282,1
5113,1
9244,0
10314,0
7171,0
676,0
6370,1
10771,0
3290,2
6455,0
10557,1
6497,0
3283,2
8025,2
9799,1
9894,1
2003,1
6670,0
3692,2
7432,1
1044,0
4860,0
5340,1
3973,2
9436,1
3500,0
5312,2
4864,1
2485,0
7205,1
2057,2
8806,2
10128,0
6800,1
8919,0
2990,1
10742,1
8341,1
2059,2
3523,0
6517,1
6166,1
9470,0
416,2
5691,0
170,0
5909,1
7770,2
7975,0
10870,1
8430,2
832,1
3980,0
8535,1
8791,0
4789,0
2071,1
8317,2
5040,0
10502,0
8279,0
5721,0
9447,1
4001,0
5749,2
5894,1
7319,0
1632,1
8310,1
7505,1
7025,1
9732,2
2272,0
3794,1
7757,1
7491,2
7250,0
10331,0
1884,2
6417,2
4618,0
3673,1
460,1
7622,0
7914,2
4309,1
1574,0
7682,2
10556,1
7808,1
6408,0
697,2
752,1
4359,1
5988,2
1886,2
1420,2
6153,0
8878,1
10463,1
10069,0
7756,1
9317,1
706,1
8965,0
10443,1
9603,1
6575,2
6342,1
9933,2
1208,2
1023,0
737,0
5623,0
5335,0
2202,2
994,0
435,1
487,0
7671,1
549,1
7466,1
2168,0
9641,1
4591,2
1052,1
9156,2
9946,0
8575,2
4429,0
1415,0
6925,2
10550,2
10031,2
6109,2
5824,1
10874,2
9817,2
601,1
10562,0
4457,2
6349,2
2719,0
8227,1
2498,0
7314,1
4143,1
6432,1
6764,0
8675,0
10772,1
5656,2
2258,2
909,1
2449,0
5298,0
9336,2
7087,1
3118,1
3465,2
1627,1
10240,0
9453,1
342,2
7129,1
3491,0
4023,2
8620,2
7793,0
8408,2
1192,1
9558,1
6697,0
4969,2
2074,1
1036,1
1998,0
4742,1
9976,0
7194,1
10157,1
8028,2
2035,2
9404,1
7005,0
2448,0
5432,1
5405,1
2359,0
2881,0
1060,1
10099,1
4340,1
10857,2
1350,0
3885,2
248,0
4715,2
1594,0
8032,0
6547,1
10783,0
1463,1
10420,2
8337,1
6162,2
1231,1
8223,0
6334,1
2591,1
4951,1
9321,1
8503,2
8066,2
2068,1
959,0
6707,2
3051,1
2472,1
5527,0
1229,0
4437,0
9889,0
1008,0
7326,0
1035,1
7142,1
10652,2
7556,1
8325,2
2725,0
8873,0
4347,2
5603,1
9788,2
10567,2
10657,2
10614,2
4079,1
8703,1
5688,0
5975,0
3786,1
2826,1
5751,2
1038,1
7970,0
1898,1
5402,0
919,1
543,2
3342,0
1075,1
286,1
3310,1
4661,0
1479,0
1533,0
5364,0
7209,0
4510,1
1515,0
5635,0
4330,0
3117,0
4465,2
7582,2
7821,1
6347,2
1017,0
6402,1
4073,2
7342,1
10491,0
6656,1
10194,2
4924,1
9897,1
1639,2
3351,0
7372,2
10389,1
2390,1
2039,0
5948,1
9699,2
918,0
1640,2
7895,2
8611,0
4657,0
6921,0
8850,0
10417,2
6621,1
4892,1
6885,1
642,1
2954,1
9214,0
6291,1
2092,1
7335,1
8419,0
9529,0
4558,1
10361,2
1679,1
2409,0
10819,1
7874,2
5718,1
118,1
10914,1
80,0
3194,1
1400,1
6257,1
3603,0
1142,0
6992,1
7720,1
1437,0
7638,2
1131,1
3336,0
3601,0
363,2
2543,1
5738,0
5886,0
4604,0
7362,1
10245,2
8315,1
5330,1
1167,2
4057,1
7903,0
346,0
10311,0
3297,1
7687,2
3954,1
1811,0
4563,0
6914,1
474,0
7051,1
10352,0
9738,1
8507,1
7715,1
3404,2
6405,0
10559,1
1116,0
1418,0
2731,0
463,1
9886,0
6160,2
3435,2
7836,1
667,2
5352,2
2230,2
3378,1
9753,0
913,0
7785,0
1694,1
3369,1
6387,0
966,0
7008,0
610,1
5384,2
5292,1
2956,1
3560,1
5723,0
3782,2
9017,2
8137,2
2508,1
2699,0
6254,0
9847,2
7845,2
6060,0
5058,2
9548,2
8945,0
6074,1
5133,1
2171,0
818,0
4557,1
3783,1
4368,1
1814,1
6296,0
5509,0
1580,2
3269,0
4446,1
1249,1
3861,2
6751,2
538,0
5548,0
9357,1
3331,0
3940,2
10398,1
6189,2
6532,1
2133,2
5761,0
7475,2
3227,0
9145,1
6741,0
6065,1
1521,2
10847,0
10624,1
10547,0
3178,1
2343,1
3127,1
1798,2
6875,2
9659,2
4535,2
2007,1
6220,1
8160,0
6893,1
4912,1
8145,1
3789,0
8921,0
3606,0
5303,0
4814,0
10391,1
1585,0
5143,2
8594,1
1905,2
2621,1
604,0
260,1
6763,0
3792,0
4761,1
4005,1
3293,1
3215,0
3099,0
9663,1
2540,1
6700,1
5477,1
6276,1
5782,2
5543,2
3626,1
2959,1
3948,1
2231,1
3823,1
7361,1
3785,0
3398,0
10637,0
6765,0
3617,2
1378,0
4880,1
5695,2
5725,1
2752,2
4835,0
67,0
6323,1
6898,0
6502,2
3285,0
5515,0
10721,1
5580,0
2616,0
6847,1
10276,2
4906,1
9082,2
6316,2
3599,2
2280,0
2290,0
4030,1
7396,0
8542,1
2352,0
4585,1
5854,1
4693,1
30,2
7262,0
9947,2
10806,0
6267,1
3282,0
2941,0
8392,1
4452,0
7618,1
2686,1
7040,2
2520,0
10778,1
8054,0
4299,0
8689,0
238,1
3753,0
10189,0
821,0
4496,2
2816,2
6006,1
5993,1
644,1
8854,2
95,1
10636,1
1588,1
4566,0
7973,1
5612,1
8282,0
1244,1
10717,1
9724,2
1277,1
2344,1
1655,2
7635,2
5677,1
9233,1
4717,0
5455,0
6130,1
770,0
1049,2
3776,0
4706,2
9868,1
7244,0
4946,0
545,2
5068,0
7155,1
2253,1
6896,1
9712,0
6100,1
4658,0
10798,1
547,1
2151,0
5447,1
3894,0
4579,1
2512,1
6449,0
1522,2
7305,2
2169,0
10845,1
707,1
6629,0
1942,0
577,0
537,1
5992,2
3675,1
7727,2
6381,1
5371,1
4100,1
598,0
6990,1
10349,0
6899,0
10201,2
4650,1
2667,0
1987,2
9993,2
8966,0
2530,0
328,1
4812,0
855,1
10665,1
4550,0
6926,2
5024,0
2181,1
6181,0
4145,1
8397,1
3166,2
2229,2
1692,2
9180,2
6965,0
7941,1
9521,2
8258,2
8001,2
4024,2
5342,2
5857,1
7928,2
9774,0
4931,1
2902,0
1401,1
6244,2
2265,2
3624,1
5176,0
4236,0
6091,1
8625,2
7971,0
6422,2
6042,1
5351,2
1262,1
7028,0
6979,0
8613,1
10627,2
5350,2
7701,0
6445,2
6761,0
8662,1
5893,1
3169,1
1657,2
2671,1
5453,0
8095,2
1764,1
4802,1
2436,2
10793,2
2033,2
8591,0
2357,0
2461,1
9320,1
8676,0
9030,1
3824,0
8457,0
9837,2
9504,1
4132,0
1032,0
8795,1
8761,2
3608,1
1433,1
9778,0
8409,2
3406,2
7082,1
6154,0
2020,0
4730,1
4481,0
306,1
8812,0
8436,1
4196,0
2361,1
2782,0
10039,0
3509,1
3402,1
10606,1
1691,2
4104,2
5036,0
337,0
7619,0
8370,2
218,1
1803,1
6450,0
9841,0
2225,0
9648,2
7043,0
462,1
4552,0
9862,1
2318,0
2996,0
9162,0
8133,1
1381,1
2365,0
4221,1
6484,2
1986,2
8638,1
828,2
7760,0
3154,0
1146,2
7589,1
5462,2
6858,1
5887,0
4921,0
1897,1
3376,1
6462,2
7740,1
10353,1
781,0
7246,1
10243,0
7935,0
3278,2
9053,2
6213,0
119,1
6588,0
2955,1
8817,0
3957,1
6041,1
8872,0
3217,0
4021,2
4825,1
2111,0
1022,1
7332,0
4075,2
7492,2
7689,2
7167,1
6637,0
2384,0
5562,0
8571,2
1476,0
7127,0
2182,1
2647,0
7069,1
850,1
1959,1
7955,1
4534,2
10514,1
5729,0
291,0
10402,1
9074,1
9279,0
7776,2
1214,0
4936,2
8221,0
4420,0
8827,2
10167,0
8045,0
4716,0
6929,0
2893,1
5280,1
8500,2
6814,1
2011,2
9904,1
7525,0
6161,2
3013,1
7979,1
4151,1
6755,2
6259,1
1597,2
9467,2
1687,0
8610,1
4726,1
1058,1
2613,1
9136,1
6545,2
5400,0
640,0
496,1
4877,1
6770,1
4252,1
8136,2
10238,0
2165,0
1801,1
2087,1
2707,0
3739,1
8695,2
7355,1
9597,1
2892,1
412,2
4736,1
9570,2
10878,2
5421,0
9760,2
10088,0
2580,0
1911,0
1790,0
3821,0
10912,1
3379,1
4925,1
9127,1
4695,1
1294,1
9185,2
1974,2
2328,0
1794,2
3638,0
6443,2
5137,0
2903,0
6047,0
10414,2
3114,0
10554,2
5998,1
2811,2
3685,1
10370,0
10655,2
2354,0
206,2
8267,1
5910,1
10236,0
10258,0
8947,1
3556,2
1177,2
7746,1
4846,0
386,2
10380,1
7851,1
4052,1
10918,1
945,0
3670,0
382,1
9538,0
8406,2
3498,0
10744,0
10179,0
10650,2
2953,1
1583,2
3274,0
9241,0
7221,2
6868,2
7799,0
1087,1
1395,0
6431,0
6403,0
10291,0
7399,1
3041,0
4263,2
2700,1
2159,0
5898,0
4105,2
9723,2
9099,2
958,1
10156,2
6623,0
10444,1
8121,1
8793,1
5037,0
5879,2
4261,2
3996,1
5104,2
7814,1
9528,0
9574,1
4213,0
3221,1
6117,0
7583,2
8331,2
2303,0
5694,2
9635,0
5408,1
9806,0
4704,2
3740,1
6864,0
5552,0
5665,0
2364,2
1925,1
3190,2
4926,1
671,2
10758,2
8762,2
3598,1
7694,1
8313,0
10050,1
10369,1
2495,2
5733,2
8193,0
9138,1
4386,0
3864,0
7764,0
5983,2
268,2
10348,1
10613,2
1927,1
1163,0
8687,2
5924,1
9305,2
1586,0
10618,1
5827,1
5595,2
1206,2
8838,1
4565,0
1678,2
1544,2
5950,1
4225,1
6853,0
3892,1
3130,2
9433,0
5486,1
8801,1
9186,2
7488,2
10465,2
10864,1
786,2
7153,1
5223,0
7108,1
8738,1
4103,2
4599,2
6310,0
7755,1
1301,0
6576,2
5182,1
1629,1
4305,1
1757,1
10551,2
5881,0
6128,0
383,1
8476,0
8183,2
6514,2
4168,0
1569,1
4863,0
4774,0
6928,0
860,0
4497,2
2424,0
9612,2
9873,2
422,0
7006,0
10467,2
4848,2
6351,2
6863,1
4371,0
4530,2
7540,0
307,0
495,0
10902,0
1337,0
5383,2
4705,2
6693,0
524,2
2116,2
7553,1
10852,0
5086,1
4358,1
2334,0
403,0
6988,1
1826,1
7424,0
2677,0
7136,1
796,1
5333,0
3902,1
6615,1
7507,1
3390,1
3691,1
8837,1
7178,2
8547,2
3671,0
3200,0
7123,2
5867,1
2351,0
10646,1
1913,1
1859,1
7984,0
4950,1
2156,2
5467,0
3063,1
7197,1
2302,1
9213,0
2197,0
5629,1
2051,0
7627,2
7827,0
8272,1
10673,0
7433,0
3112,2
4851,2
3611,1
5216,0
4732,1
10321,1
2100,1
9637,1
2984,1
6787,1
4474,0
2901,1
